label,text
0,wnt buy bavarian motor work car urgently vry urgent hv shortage lac offence source arng say amt lac thats probably
0,hi mobile added contact list great place send free short message service people visit fullonsms com
0,easy ahsen got selected mean good
0,know lacking particular dramastorms detail part worried
0,k k business
0,probably earlier station think
0,sorryin meeting call later
1,forwarded hi mailbox messaging short message service alert match please call back retrieve message match ccpmin
0,got another job one love hospital data analysis something start monday sure thesis got finished
1,free entry grprizes weekly competition chance win latest nokia playstation portable cash every wk txt great
0,call youcarlos isare phone vibrate acting might hear text
0,smoking people use wylie smoke much justify ruining shit
1,want new video phone anytime two connected computer min text five pound per week call reply delivery tomorrow
0,sound great home
0,k special
0,number exciting
0,oh fuck juswoke bed boatin dock slept year old spinout giv district attorney gossip lr xxx
1,knock knock message whose enter weekly cannabis gift voucher store yea right choice tc age stoptxtstop week
0,tessy pls favor please convey birthday wish nimya pls forget today birthday shijas
0,offence dice alright cool thanks though idea time come tomorrow
0,got person story
0,yeah whatever tote wan na
0,sorry da thought calling lot time little busy call noon
0,wasnt paying attention
0,good morning love silence go sleep wish great day full feeling better opportunity silence last thought babe love kiss
0,drive lor
0,confused sound slow small child reach long ago liao day leh
0,see tomorrow short leh like ah failed shes quite sad
0,shopping lor raining hard leave orchard
0,never blame day life good day give happiness good day give experience essential life god blessing good morning
0,ok april cant wait
0,love daddy make scream pleasure going sound like plan as dick
0,yes regular ciao
1,time whatever tried contact u prize claim call tcsstop short message service ppm
0,told number gautham
1,someonone know trying contact via dating service find could call mobile landline boxskch
0,got c lazy type forgot lect saw pouch like nice
0,pathetic story man last week bday wife didnt wish parent forgot kid went work even colleague wish
0,national institute clinical excellence day today love dearly
0,drop large person
1,sunshine hols claim medication holiday send stamped self address envelope drink united state uk po box bray wicklow eire quiz start saturday unsub stop
0,half ok got job whats
0,indeed either
0,sorry call later kidding bye
0,hello harishs rent transfred acnt
1,urgent urgent whatever free flight europe give away call sept take friend free call claim bannfwflyppm
0,hide anythiing keeping distance
0,met stranger choose friend long world stand friendship never end let friend forever good nitz
1,welcome ukmobiledate message free giving free calling future metal gear solid game billed p daily cancel send go stop
0,hank lotsly
1,awarded sipix digital camera call landline delivery within day counterstrike box mbp yr warranty ppm penny p
0,hi wlcome back wonder got eaten lion something nothing much
0,yes
0,laughing loud know amazing phone could click delete right want
0,offence current food alone also
0,got job wipro get every thing life year
0,gentle princess whatever make awesome gentle love
0,friendship poem drop everything read ounce drop everything read near hear dont get fear exciting cheer offence tear always dear good ni
0,yay better told girl either
0,esplanade lor else
0,thanks hope good day today
0,hmmm give one love day
0,texted finished long time ago showered erything
0,enjoy watching playing football basketball anything outdoors
1,double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx
0,good evening roger
0,ok offence wahala remember friend need silence
0,accidentally brought email home box
0,right thanks comin
0,hello hi tomorrow maybe meet yck
0,lip synced shangela
0,please need slowly vomit
0,watching lord ring w sister say aft newb meet dinner good night
0,hello finally completed course
0,whenwhere pick
0,yes possible try please dont tell one love ok
0,hey happened switch cellphone whole day isnt good care give call tomorrow
0,alrite hunnywot nite didnt end goin town jus district attorney bar instead jus chillin district attorney modus operandi bedroomlove jen xxx
0,family booking tour package
0,darren saying meeting district attorney good evening whatever meet dinner later leave xy feel awkward meet lunch lor
0,right sorry take person perfect body year shower whats plan
0,kidding tell time coming later lor
0,anything lor
0,back brum thanks putting united state keeping united state happy see soon
0,time
0,happy birthday may dream come true
0,wylie update marijuana dealer carlos went freedom cool lunsford
0,realy sorry imat mum tonight tomorrow
0,came ago
0,awesome text restocked
0,badrith chennai surely pick u offence competition
0,yup thk significant boring wat
0,uniform get
0,please ask macho much budget big brother bold saw new one love dollar
0,sorry call later
0,anytime
0,please give pick tuesday evening ok
1,freemsg hello hi buffy love satisfy men home alone feeling randy reply see pix qlynnbv helpp message send stop stop txts
0,even friend priest call
0,offence probably
0,sorry joined league people dont keep touch cool great deal friend time even great personal cost great week
0,gain right wife dont demand trying husband let see
0,know grumpy old people mom like better lying always one love play joke
0,word said something wrong
0,done studyn library
0,offence problem baby good time talk called left message
0,name anyone guess got arrested day
0,ha united state ecstasy thing got tv watch thk go tonight already haf something mind
0,thanks something really bad date phone wanted say
0,hello elaine today meeting confirmed
0,k k sister kid
0,national institute clinical excellence talking please dont forget picture want see
0,damn poor zac doesnt stand chance
0,thats fine give call know want question
0,love aathi love lot
0,hello per request r transfered
0,derek finished class
0,thank youve wonderful
0,say hell give call friend got money he definitely buying end week
0,whats significance
1,urgent whatever trying contact last weekend cannabis show prize guaranteed call claim computer program valid hr
0,well meant opposed drunken night
0,sorry never hear unless cool predictive text one love kind jokethet really looking information white girl one love lineyou much camera something like theyre casting look
0,silence pub
0,hasnt pattern recently crap weekend
0,prakesh know
0,said mind go bedroom minute ok said sexy mood came minuts latr cake n wife
1,bored speed dating try speedchat message speedchat like email message swap get new chatter chat poboxwwq pmsg rcd
0,whatever hoping get away langport still town tonight
0,great office today
0,site simulate test give tough question test readiness
0,likely called mittelschmertz internet search engine dont paracetamol dont worry go
0,know lei shd driving lor go school human resource oni
0,ah confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come money
0,nvm going wear sport shoe anyway going missed period leh
0,spending new year brother family let plan meet next week ready spoiled
0,escape theatre going watch kavalan minute
0,could work well reach consensus next meeting
0,cool let know shoe around day
0,wait come min
0,ok typical reply
0,hope thing went doctor reminds still need go see little thing left lounge
0,thats cool liked photo sexy
0,pity indicating spelling correction mood suggestion
0,yet id like keep beat easiest barcelona house
0,got look scrumptious daddy want eat night long
0,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
0,cool tight etc ok
0,apart one love told yesterday
0,happen dear silent tensed
0,prabha im soryda realy frm heart sory
0,hello mom whatever might back later
0,noe la wana pei boyfriend significant rite ok lor day den
0,tell friend come round like ish
0,yeah got apologetic fallen actin like spoilt child got caught till whatever wont go badly cheer
0,sir receive account offence another hr time sorry delay
0,k k college
1,next month get upto call course two connected computer charge activate call see wire net stterms pobox uz cost minute mobcudb
0,dont give lip caveboy
0,cant pick phone right please send message
0,garage key arent bookshelf
0,swhrt deyhope ok small child day love miss take care
0,hope know still really
0,whatever found diff farm shop buy cheese back call
0,going convert musicvideo cd mp uterus
0,going get rimac access
0,somewhere beneath pale moon light someone think dream come true goodnite amp awesome dream
0,got meh
0,k k special today
0,well join bus
0,say like buy ericsson significant oredi lar
0,asked sen come chennai search job
0,ok need login anything
1,today voda number ending selected receive award hava match please call quoting claim computer program course rate application computer program
1,hello whatever need posh bird chap someone us people gain advantage trial prod champneys put need address date birth asap thank
0,sorry call later
0,good day pray remove teeth painful maintaining stuff
0,yup remb think book
0,free scholastic assessment test rite newb watch infernal affair darren mayb xy
0,night worrying appt shame whatever missed girl night quiz popcorn hair
0,dad get back
0,boo hows thing back home little bored already
0,remember day
0,might come kerala day prepared take leave finalise dont plan travel visit need finish urgent work
1,urgent call landline complimentary ibiza holiday cash await collection stamped tc po box sk wp part per million
0,sure theyll understand wine indicating spelling correction good idea slurp
0,forgot take year shower sorry atyour phone dead yet
0,midnight earliest
0,home whatever always chat
0,might ask
0,offence youll get headache trying figure trust math promise
1,secret admirer looking make contact ufind rreveal think specialcall
0,missed call yelling scrappy miss u cant wait come home lonely today
0,think disturbing district attorney
0,hello hi check da listed da
0,cool tight etc call tomorrow ninish address icky american freek wont stop callin good jen ok eh
0,said mind go bedroom minute ok said sexy mood came minuts latr cake n wife
0,unfortunately found whatever pick sister airport evening think going whatever try go one love th
1,natalja f inviting friend reply yes see stop send stop frnd
0,hex place talk explain
0,high hope offer money need especially end month approach hurt studying anyways great weekend
0,time wrkin
0,ok watching tv
0,say hello get as back south tampa preferably kegger
1,dont prize go another customer tc pmin polo live suite london wj hl please call back busy
0,sent type food like
0,evening indicating spelling correction good somewhat event laden fill worry head indicating spelling correction kidding throat indicating spelling correction wrecked see six
0,course certainly tease silence know simply must see grin silence keep posted prey silence loving smile devouring kiss
1,win year supply cd store nice worth enter weekly cannabis message music tscs
0,therere people mu table lambda
1,congrats nokia video camera phone call call cost ppm ave call min vary mobile close hang bcm london wcnxx
0,dearshall mail tonite busy streetshall update tonite thing looking ok varunnathu edukkukayee raksha ollu good one love real sense
0,around still asleep v
0,good afternoon love go day hope maybe got lead job think boytoy send passionate keep simple stupid across sea
0,play w computer aiyah tok lor
0,xmas story peace xmas message love xmas miracle jesus hav blessed month ahead amp wish merry xmas
0,there offence point hangin mentally retarded right he makin happy
0,got xmas radio time get
1,show colour euro offer get england bandana lion tone phone click following service message info
0,east coast
0,home lei
0,topic message board wishlist section forum people hang nitro request start last page collect bottom
0,want gym harri
0,anyway seriously hit back otherwise light armand always shit andor vomiting
0,come mu sorting narcotic situation
1,next amazing kiss picsfree video sent enjoy one love video enough today text back keyword picsfree get next video
0,sun ah thk mayb anythin thk cool predictive text ecstasy lesson ecstasy pilate orchard mrt noe hor
0,kidding
1,know know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
0,ard rest alright least price bedrm
0,time flight tmr
0,bishan lei small child say lavender
0,going dinner msg
0,yeah whatever probably swing roommate finish girl
0,haha kidding papa need drug
0,yes appt
0,kidding offence prob take time
1,hello lookin saucy daytime fun busty married woman free next week chat sort time janinexx call minmobsmorelkpoboxhpfl
0,yes thk ecstasy teacher said make face look longer darren ask see tomorrow short
0,th gower friend man good wale cool tight etc back morrow see wk message random
0,married man asked call radio
0,place man
0,lousy run already come back half dead hee
0,hoping enjoyed game yesterday sorry beat please know fondly bein hoe great week abiola
0,wnt talk
0,great never better day give even reason thank god
0,solihull want anything
0,hurry weeddeficient like three day
0,good afternon love today hope good maybe interview wake miss babe passionate keep simple stupid across sea
0,whatever pick rayan macleran
0,think actually talk call cool morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
0,hello kate evening hope see tomorrow binary digit bloody babyjontet message back kiss
0,expect whenever text hope go tomorrow
0,life face choice toss coin becoz settle question coin blanked know heart hoping gudni
0,hair cream shipped
0,online transaction
0,right plan come later tonight
0,coming back thursday yay going kidding get money cheer half yeah everything alright hows school call work
0,congratulation kano whr treat maga
0,say slowly godi love amp need youclean heart blood send person perfect body special people amp see miracle tomorrow itplspls
0,gorgeous keep picture cumming thank
0,thats cool sometimes slow gentle sonetimes rough hard
0,ranjith cyberathlete amateur league gaming drpd deeraj deepak min borrow money
1,review keep fantastic nokia ngage game cool club nokia go unsubscribe alert reply word
0,got cool going go gym
0,coming friday leave pongaldo get news work place
0,hello drop everything read call urgnt know whats problem want work problem least tell wating reply
0,friend got say he upping order gram he got dollar get
0,telly offence brdget jones
0,yes saw message
1,new voicemail please call
0,yesterday true true
0,thinking x
0,made day great day
0,ok see
1,floppy snappy happy gay chat service photo upload call pmin stop text call
0,thing good thanks got exam march ive finished offence revision fran still boyf ive got interviw exeter binary digit worriedx
1,great brother alert computer selected k cash voucher call name tune po box cro bittorrent landline cost ppm mobile vary
0,telling coulda real valentine wasnt never pick nothing
1,gent whatever trying contact last weekend cannabis show prize guaranteed call claim computer program k valid hr ppm
0,sure cant take awesome time
0,sorry uncle keep beat
0,weird
0,offence kallis home ground amla home town durban
0,jus finish lunch home lor small child newb stay school today
0,rofl true name
0,buzz hey love think hope day go well sleep miss babe long moment whatever together againloving smile
0,one love day training
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand
0,havent heard anything he answering text guessing flaked said jail bait fantastic
0,edison rightly said fool ask question wise man answer know united state speechless viva general motor
0,hood w frens lor
0,captain room
1,valued customer pleased advise following recent review mob awarded bonus prize call
1,eerie nokia tone u rply tone title example tone dracula title ghost addamsfa munsters exorcist twilight poboxwwq p
0,good hear
0,probably tomorrow even later tonight somethings going
0,kidding thanx
0,ok vikky vl see witin min love reply u
0,ok
0,hello da today class
0,meet lunch la
0,kidding division gang let noe ecstasy detail later
0,kidding kidding take care understand
0,please dont play others life
0,havent eaten day sitting staring juicy pizza cant eat medication ruining life
0,yeah thats thinking
0,haha thinkin
0,hello yijue regarding textbook intro algorithm second edition selling
0,sir waiting call
0,happy new year
0,hey look like wrong one love kappa guy number still phone want text see he around
0,mmmmm silence sooooo good wake word morning love mmmm fuck silence love lion silence devouring keep simple stupid across sea
0,offence da vijay going talk jaya tv
0,slave want take picture today bright light cellphone phone bright light
0,tell friend plan valentine day lturlgt
1,fancy shag interested sextextuk com message xxuk suzy txts cost per msg tncs website kiss
1,short message service service inclusive text credit please goto login unsubscribe stop offence top charge help po box ip
0,huh sorry leh see msg pathetic already lar watching tv still office
1,urgent please call landline cash luxury canary island holiday await collection tc stamped award maq ppm
0,good mrng drop everything read hav national institute clinical excellence day
0,drop everything read ok
0,housemaid murderer man murdered th january public holiday govt instituitions closedincluding hang office understand
0,dont know support as street racing technology thnk think playstation play universal serial bus
0,yeah sure leave minute
0,hey dont whatever go watch kiss men lunch haha
0,going good problem still need little experience understand american customer voice
0,yes completely form clark also utter waste
0,half really perform write paper go movie home midnight huh
0,sorry call later
0,half fine tonight
0,hows paper
1,tonexs subscription renewed charged choose polys month billing msg
1,p alfie moon child need song mob tell m message tone charity nokias polyamory charity polys zombie profit charity
0,k k youhow performed
0,yes last week taking exciting call
1,final chance claim worth discount voucher today text yes savamob member offer mobile counterstrike savamob pobox muz subwoofer
1,themobyo yohere come new selection good looking downloads member get free click open next link sent fone
0,guess could good excuse lol
0,smile pleasure smile pain smile trouble pours like rain smile someone hurt smile becoz someone still love see smiling
0,really really broke oh offence amount small even
0,ah confuses thing
0,aight sound good want come
0,need use dial open district attorney browser surf
0,send identity password
0,ok k short message service chat
0,office da
0,sleeping bag blanket money phone detail anything else
1,freeringtone reply real polyamory example real pushbutton dontcha babygoodbye golddigger webeburnin tone free join wk
0,free nowcan call
0,finally ready information
0,okie scared say fat newb already
1,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg received p optout message stop reply date
0,especially since talk boston personal statement lol woulda changed realized said nyc say boston
0,well computerless time make black outside white inside truffle
0,discussed mother ah
0,sorry chikku cellphone got problem thts thanks able reply message u
1,congratulation thanks good friend xmas prize claim easy call p per minute btnationalrate
1,sunshine hols claim medication holiday send stamped self address envelope drink united state uk po box bray wicklow eire quiz start saturday unsub stop
0,yes know corny song frosty snowman
0,thats romantic
0,come pick come immediately aft lesson
0,sorry completely forgot indicating spelling correction popular music email round week still
0,solve case man found murdered ltdecimalgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went hang office child whatever went play neighbour whatever went marriage police arrested murderer immediately who reply reason brilliant
0,predict time finish buying
1,drop everything read xxxxxxx uve invited xchat final attempt contact u message chat pmsgrcvdhgsuitelandsrowwjhl london yr
0,tonight yeah id
1,thanks sound cell phone make receiving call order refugee number k mobile charged tone arrive please call customer service
0,langport sorry probably bed pm bad cool tight etc xmas gosri lanka
1,camera awarded sipix digital camera call fromm landline delivery within day
0,sorry missed call please call back
0,coming back dinner rite dad ask regarding confirm u
0,work right
1,want xmas free text message new video phone half price line powdered drug rental call free find
1,sorry missed call let talk time
0,easy ahsen got selected mean good
0,yes obviously eggspert potato head speak soon
0,ha jus ate honey ar sweet
